CellSize,CellShape,NucleusDensity,ChromatinTexture,CytoplasmSize,CellAdhesion,MitosisRate,NuclearMembrane,GrowthFactor,OxygenSaturation,Vascularization,InflammationMarkers,Diagnosis,CellType_Epthlial,CellType_Mesnchymal,GeneticMutation_Presnt
-1.3254060955453562,0.3699054368708828,0.42815369668169023,0.2838912867680103,-0.4932336220530246,0.825502971183224,0.8078944795121283,1.3264594663963252,-0.03306955010230814,-0.43691614925578526,0.1368818073302311,0.24850652651632005,0.0,False,False,True
1.345123349087162,-0.3707718214742095,-0.4657086112515837,-0.30922189904574215,0.5491499262817758,0.5411818932509362,-1.0896628916490163,-0.9016176169493518,0.9296254181352623,-0.2666780272611118,-0.8985698568657471,-0.6396900760619624,0.0,False,False,True
2.5499723433396,-0.9439966554617174,-0.7516910871607547,1.3200699452316396,0.7470740062804445,-0.6904675837615232,-0.9061294763559763,-1.675986774133006,0.9502192053411617,-0.45978170855253125,0.028923320987383993,-1.7291080523874431,0.0,False,False,True
0.4072109803757002,-0.6419346482113809,-1.234429337804961,-0.6842786626082739,0.5174795163542703,1.9307987218338343,-1.3023790382485056,0.04023387325583331,0.8246706390138672,0.8817026165616485,-0.429141895137928,-0.4019144066868808,1.0,True,False,True
0.025487611333929305,-1.0704821217241418,0.7714857137727584,-0.2763165653781206,-0.4192721298926255,0.38449623427858426,0.5769371497865193,1.531912635360824,-0.4671477755596457,1.7079168266833427,1.0682301164327508,0.5106873614062791,0.0,True,False,False
1.335549508258513,-2.504408796620744,-1.0063158320328636,1.2578995494031162,2.1151597968122826,-0.14440140766536846,-1.3932469185123721,-1.890513895314127,1.440318265970172,-0.4300817778077454,-0.2710270276664348,-2.0254930612599304,1.0,False,True,True
-1.7930172939877804,0.6823948848826449,1.5415375403598426,-0.8612292480958369,-1.2747919431917734,-0.13809470178423822,1.355744602371241,0.47793779443872425,0.9340290053360618,0.6574199825695246,0.48548083847424117,1.5876797269029892,0.0,True,False,True
-0.8034065002604354,0.8644466007119102,-0.00681468584952284,2.2122519550800623,0.4168479004015203,2.844103904186858,-0.44328952348759165,0.578426927938339,-0.783097127638236,1.7970123244729974,-1.0033033978467756,-0.408187248147176,0.0,True,False,True
-0.4874233590277066,-0.30191965460905706,0.37602740325580264,-0.6053753804870285,-0.03299059395256599,1.4213294519391042,0.41254129259729716,0.5774809422814245,-0.8302953394548744,1.2641139411296982,0.013103661301034334,0.28143485725602013,0.0,False,False,False
-0.10784472632076808,0.1474118657702499,0.8339502421907546,0.12474147804678179,0.2592500540694567,0.24242545301211152,0.6030089107536214,0.47793529719133027,-0.35924702155022115,1.4106992937991267,0.6629950426036056,0.02939838659193237,0.0,False,False,False
